Probeset	Gene	Type	SP4plus 1	SP4plus 2	SP8plus 1	SP8plus 2
205669_at	NCAM2	other	136.13	104.97	146.38	78.242
205670_at	GAL3ST1	other	179.01	166.99	213.78	116.43
205671_s_at	HLA-DOB	immunity	253.7	212.75	411.94	159.86
205672_at	XPA	other	317.61	389.04	495.56	249.85
205673_s_at	ASB9	other	190.87	148.62	181.71	102.57
205674_x_at	FXYD2	other	214.87	207.97	305.1	154.76
205675_at	MTTP	other	143.46	121.06	153.06	91.095
205676_at	CYP27B1	other	196.3	154.49	227.9	109.11
205677_s_at	DLEU1	other	314.23	326.47	383.45	209.02
205678_at	AP3B2	other	171.97	141.71	183.79	106.43
205679_x_at	ACAN	immunity	182.5	175.99	227.05	117.87
205680_at	MMP10	other	151.57	115.85	152.64	90.085
205681_at	BCL2A1	other	197.06	197.65	219.77	114.57
205682_x_at	APOM	other	264.4	230.28	331.65	164.24
205683_x_at	TPSAB1	other	190.96	160.22	220.42	121.35
205684_s_at	DENND4C	other	255.13	210.82	381.25	157.72
205685_at	CD86	immunity	184.23	155.83	205.12	105.16
205686_s_at	CD86	immunity	202.33	145.17	215.56	111.89
205687_at	UBFD1	other	190.76	161.94	228.58	115.93
205688_at	TFAP4	other	230.44	216.46	284.38	148.95
205689_at	PCNXL2	other	243.19	215.43	289.37	125.22
205690_s_at	BUD31	other	455.17	537.71	591	344.36
205691_at	SYNGR3	other	171.65	137.06	206.48	102.09
205692_s_at	CD38	other	733.67	562.28	1087.8	424.38
205693_at	TNNT3	other	200.66	167.9	238.19	135.03
205694_at	TYRP1	other	130.97	105	135.25	77.853
205695_at	SDS	other	187.06	160.94	223.32	117.42
205696_s_at	GFRA1	other	129.22	110.05	130.16	76.407
205697_at	SCGN	other	211.28	169.52	230.12	114.05
205698_s_at	MAP2K6	immunity	299.78	292.44	401.41	221.92
205699_at	MAP2K6	immunity	176.3	127.4	187.37	96.832
205700_at	HSD17B6	other	160.02	118.33	172.64	92.575
205701_at	IPO8	other	200.41	160.74	248.65	113.97
205702_at	PHTF1	other	193.96	169.15	252.13	124.7
205703_at	---	other	139.35	112.95	156.92	90.872
205704_s_at	ATP6V0A2	immunity	328.17	288.75	553.66	224.03
205705_at	ANKRD26	other	195.3	170.63	201.51	118.18
205706_s_at	ANKRD26	other	175.58	160.32	222.96	108.06
205707_at	IL17RA	other	965.71	693.66	1504.3	438.03
205708_s_at	TRPM2	other	233.77	193.31	287.74	144.37
205709_s_at	CDS1	other	126.75	99.112	134.41	74.666
205710_at	LRP2	other	179.68	127.89	189.22	96.472
205711_x_at	ATP5C1	other	1792.1	1957.4	2649.1	1264.7
205712_at	PTPRD	immunity	165.45	147.49	185.7	111.52
205713_s_at	COMP	other	139.44	119.53	157.75	88.725
205714_s_at	ZMYND10	other	166.16	152.38	189.84	109.68
205715_at	BST1	immunity	146.26	124.63	156.37	90.323
205716_at	SLC25A40	other	232.67	190.15	268.08	128.03
205717_x_at	PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	other	231.21	196.91	278.05	130.74
205718_at	ITGB7	immunity	322.46	258.89	820.89	310.95
205719_s_at	LOC101929036 /// PAH	other	119.73	101.44	131	76.165
205720_at	POMC	other	181.77	175.5	215.01	134.1
205721_at	GFRA2	other	214.65	193.04	231.24	131.39
205722_s_at	GFRA2	other	152.07	136.2	180.34	99.405
205723_at	CNTFR	other	201.69	181.12	249.54	128.54
205724_at	PKP1	other	195.85	155.25	213.28	107.27
205725_at	SCGB1A1	other	161.87	126.39	166.08	90.138
205726_at	DIAPH2	other	200.24	169.43	205.44	103.74
205727_at	TEP1	other	178.26	131.98	201.93	105.02
205728_at	TENM1	immunity	232.63	249.53	347.08	149.04
205729_at	OSMR	other	145.36	118.72	157.23	90.202
205730_s_at	ABLIM3	other	163.97	139.43	181.86	99.595
205731_s_at	NCOA2	other	163.97	151.85	200.35	102.01
205732_s_at	NCOA2	other	183.85	114.53	170.16	79.889
205733_at	BLM	other	228.28	216.97	348.91	165.66
205734_s_at	AFF3	other	161.78	130.26	173.49	92.845
205735_s_at	AFF3	other	171.92	134.91	193.11	98.556
205736_at	PGAM2	other	150.15	130.43	168.76	94.873
205737_at	KCNQ2	other	160.1	128.81	182.5	100.23
205738_s_at	FABP3	other	168.89	142.59	188.19	102.44
205739_x_at	ZNF107	other	204.34	181.17	298.33	131.84
205740_s_at	RBM42	other	350.89	347.89	526.16	250.5
205741_s_at	DTNA	other	153.82	122.1	177.98	92.75
205742_at	TNNI3	other	193.25	150.99	202.04	106.26
205743_at	STAC	other	241.23	192.48	285.02	127.71
205744_at	DOC2A	other	195.28	163.93	212.04	116.8
205745_x_at	ADAM17	immunity	296.51	293.04	409.29	191.93
205746_s_at	ADAM17	immunity	266.8	202.59	284.6	129.14
205747_at	CBLN1	other	158.22	134.74	182.24	95.915
205748_s_at	RNF126	other	304.64	252.39	386.62	173.96
205749_at	CYP1A1	other	184.31	153.5	211.88	108.99
205750_at	BPHL	other	204.93	184.68	234.98	126.72
205751_at	SH3GL2	other	130.73	104.62	137.4	81.107
205752_s_at	GSTM5	other	240.69	188.72	263.63	128.17
205753_at	CRP	other	163.38	132.7	188.16	97.776
205754_at	F2	other	189.08	167.34	218.62	119.47
205755_at	ITIH3	other	149.1	136.24	183.13	95.83
205756_s_at	F8	other	168.98	144.59	196.2	104.67
205757_at	ENTPD5	other	157.88	136.39	194.59	100.13
205758_at	CD8A	immunity	315.31	260.42	5913.2	2842.3
205759_s_at	SULT2B1	other	206.45	169.13	218.36	126.43
205760_s_at	OGG1	other	419.61	368.52	545.38	253.43
205761_s_at	DUS4L	other	199.38	175.97	227.19	116.67
205762_s_at	DUS4L	other	153.57	130.39	172.73	97.03
205763_s_at	DDX18	other	361.72	388.37	597.15	246.92
205764_at	CSNK1A1	other	127.32	116.89	139.68	83.281
205765_at	CYP3A5	other	128.65	99.837	140.91	77.495
205766_at	TCAP	other	202.62	196.07	268.82	132.98
205767_at	EREG	immunity	117.43	95.011	123.63	76.872
205768_s_at	SLC27A2	other	141.92	113.56	166	89.127
205769_at	SLC27A2	other	151.78	121.69	177.3	93.534
205770_at	GSR	other	224.65	189.8	298.97	135.78
205771_s_at	AKAP7	other	305.4	339.35	425.29	207.39
205772_s_at	---	other	151.21	122.54	163.29	90.104
205773_at	CPEB3	other	115.31	95.683	124.16	72.02
205774_at	F12	immunity	193.35	171.7	234.08	125.82
205775_at	FAM50B	other	308.42	305.18	389.04	193.06
205776_at	FMO5	other	142.35	111.41	165.89	83.862
205777_at	DUSP9	other	163.68	150.24	215.37	118.54
205778_at	KLK7	other	176.95	150.31	203.19	110.09
205779_at	RAMP2	other	166.05	141.23	197.94	101.72
205780_at	BIK	other	260.48	243.68	343.85	161.65
205781_at	VPS9D1	other	199.73	225.34	314.82	152.63
205782_at	FGF7	immunity	142.13	110.78	151.33	81.549
205783_at	KLK13	other	170.43	143.24	184.9	99.975
205784_x_at	ARVCF	other	305.9	319.24	413.47	218.84
205785_at	---	other	187.91	151.18	222.48	106.57
205786_s_at	ITGAM	immunity	154.35	123.58	188.46	95.975
205787_x_at	LOC441155 /// ZC3H11A	other	567.26	378.39	477.44	247.59
205788_s_at	LOC441155 /// ZC3H11A	other	1543.4	1714.2	2290.3	985.31
205789_at	CD1D	immunity	143.26	119.17	198.12	89.355
205790_at	SKAP1	immunity	862.68	895.12	976.95	500.27
205791_x_at	ZNF230	other	179.02	177.3	225.24	123.9
205792_at	WISP2	other	167.33	150.64	195.77	109.83
205793_x_at	TNK1	other	283.97	277.72	364.92	213.09
205794_s_at	NOVA1	other	157.66	142.55	183.04	98.616
205795_at	NRXN3	other	152.33	124.2	157	95.196
205796_at	TCP11L1	other	143.4	123.1	162.18	87.763
205797_s_at	TCP11L1	other	252.59	259.31	328.16	171.67
205798_at	IL7R	immunity	3715.6	4294.8	7318.6	3659.4
205799_s_at	SLC3A1	other	177.29	155.35	192.34	106.23
205800_at	---	other	148.12	117.32	164.04	87.095
205801_s_at	RASGRP3	other	162.21	154.83	190.52	109.69
205802_at	TRPC1	other	119.63	103.36	136.39	79.213
205803_s_at	TRPC1	other	119.67	89.39	124.17	72.084
205804_s_at	TRAF3IP3	other	971.35	1284.1	1639.1	801.29
205805_s_at	ROR1	immunity	174.35	138.27	184.03	98.201
205806_at	ROM1	other	175.23	155.58	209.02	122.73
205807_s_at	TUFT1	other	197.54	168.45	194.23	100.1
205808_at	ASPH	other	155.81	126.23	169.44	93.344
205809_s_at	WASL	immunity	145.97	147.67	166.44	106.35
205810_s_at	WASL	immunity	212.66	169.42	232.27	120.19
205811_at	POLG2	other	309.85	300.95	491.91	219.48
205812_s_at	TMED9	other	946.18	579.36	1353.6	338.06
205813_s_at	MAT1A	other	228.82	201.7	271.71	138.25
205814_at	GRM3	other	154.63	132.35	171.5	94.944
205815_at	REG3A	other	164.6	141.37	190.96	101.03
205816_at	ITGB8	other	128.32	97.605	130.44	78.329
205817_at	SIX1	other	168.62	148.17	184.54	105.98
205818_at	BRINP1	other	156.21	137.93	192.59	105.01
205819_at	MARCO	immunity	178.19	154.82	211.93	121.02
205820_s_at	APOC3	other	183.64	147.51	216.03	105.52
205821_at	KLRC4-KLRK1 /// KLRK1	immunity	191.1	173.4	1609.1	770.37
205822_s_at	HMGCS1	other	183.34	138.77	238.78	106.91
205823_at	RGS12	other	304.19	297.91	328.83	162.67
205824_at	HSPB2	other	173.95	147.39	203.45	105.19
205825_at	PCSK1	other	142.25	115.7	157.57	84.389
205826_at	MYOM2	immunity	258.97	266.76	300.11	140.14
205827_at	CCK	other	164.97	133.61	185.91	94.769
205828_at	MMP3	other	167.19	142.59	186.82	102.4
205829_at	HSD17B1	other	163.27	134.64	189.51	102.81
205830_at	CLGN	other	117.58	93.916	123.95	72.682
205831_at	CD2	immunity	3880	3815.8	6076.7	2901.4
205832_at	CPA4	other	219.65	181.86	252.72	125.21
205833_s_at	PART1	other	182.73	154.44	205.91	113.18
205834_s_at	PART1	other	228.05	192.19	245.64	127.28
205835_s_at	YTHDC2	other	151.18	133.06	184.38	99.15
205836_s_at	YTHDC2	other	196.77	168.12	241.6	113.16
205837_s_at	GYPA	other	123.85	91.365	123.73	74.243
205838_at	GYPA	other	158.16	118.83	176.83	93.04
205839_s_at	BZRAP1	other	245.31	206.08	522.28	211.69
205840_x_at	GH1	other	164.98	152.55	201.23	110.14
205841_at	JAK2	immunity	146.07	106.69	155.74	84.072
205842_s_at	JAK2	immunity	224.13	174.05	258.38	115.01
205843_x_at	CRAT	other	313.88	263.59	367.56	181.09
205844_at	VNN1	immunity	127.52	96.785	136.9	74.108
205845_at	CACNA1H	other	236.53	223.54	308.31	145.68
205846_at	PTPRB	other	143.5	123.27	155.33	88.157
205847_at	PRSS22	other	243.1	237.75	286.95	165.33
205848_at	GAS2	other	151.64	107.41	172.33	88.475
205849_s_at	UQCRB	other	1265.7	1505.8	1806.6	1032.4
205850_s_at	GABRB3	other	127.66	109.3	144.23	84.81
205851_at	NME6	other	230.66	163.26	250.63	118.94
205852_at	CDK5R2	other	151.36	127.56	171.45	97.982
205853_at	ZBTB7B	other	226.75	203.3	247.92	131.57
205854_at	TULP3	other	206.51	208.51	301.95	153.11
205855_at	ZNF197	other	230.69	187.53	263.32	137.38
205856_at	SLC14A1	other	116.88	92.78	129.63	80.073
205857_at	SLC18A2	other	286.67	298.53	475.51	248.02
205858_at	NGFR	other	159.24	133.9	173.76	96.422
205859_at	LY86	immunity	349.21	368.13	295.16	157.64
205860_x_at	FOLH1 /// FOLH1B	other	131.11	107.72	146.44	84.604
205861_at	SPIB	other	207.02	181.37	241.54	127.64
205862_at	GREB1	other	109.35	83.495	113.57	66.857
205863_at	S100A12	immunity	150.4	127.6	173.51	96.23
205864_at	SLC7A4	other	196.05	153.62	206.94	108.9
205865_at	ARID3A	other	173.38	144.46	212.6	108.41
205866_at	FCN3	immunity	229.29	187.73	260.97	132.48
205867_at	PTPN11	immunity	145.34	114.12	161.81	84.904
205868_s_at	PTPN11	immunity	191.69	124.69	195.88	91.907
205869_at	PRSS1 /// PRSS2	immunity	148.4	124.42	169.66	89.089
205870_at	BDKRB2	other	190.51	159.22	224.76	116.97
205871_at	PLGLB1 /// PLGLB2	other	135.2	125.93	155.35	87.087
205872_x_at	PDE4DIP	other	183.43	142.98	188.81	105.78
205873_at	PIGL	other	267.64	228.67	341.97	154.94
205874_at	ITPKA	other	154.54	134.21	184.78	101.42
205875_s_at	ATRIP /// TREX1	immunity	407.66	395.81	481.48	256.92
205876_at	LIFR	other	114.47	95.721	124.15	73.18
205877_s_at	ZC3H7B	other	242.35	234.53	293.58	170.63
205878_at	POU6F1	other	172.58	154.23	193.64	119.77
205879_x_at	RET	other	247.2	199.94	296.92	142.73
205880_at	PRKD1	immunity	149.06	110.33	160.25	83.034
205881_at	ZNF74	other	188.96	177.29	226.97	122.31
205882_x_at	ADD3	other	2029.9	2053.7	2275	958.4
205883_at	ZBTB16	other	174.96	150.07	211.15	98.199
205884_at	ITGA4	immunity	343.34	291.18	487.92	182.5
205885_s_at	ITGA4	immunity	290.73	202.99	382.78	133.16
205886_at	REG1B	other	150.95	121.24	168.51	94.551
205887_x_at	MSH3	immunity	373.63	338.29	435.03	252.7
205888_s_at	JAKMIP2	other	204.43	175.8	273.75	135.49
205889_s_at	JAKMIP2	other	142.29	109.88	157.17	85.027
205890_s_at	GABBR1 /// UBD	other	170.03	149.96	181.43	101.66
205891_at	ADORA2B	other	161.83	133.21	183.89	93.501
205892_s_at	FABP1	other	132.13	114.64	144.86	91.795
205893_at	NLGN1	other	111.94	89.09	114.83	71.738
205894_at	ARSE	other	169.02	145.11	183.23	106.32
205895_s_at	NOLC1	other	350.23	289.22	518.09	199.59
205896_at	SLC22A4	other	152.91	118.29	154.52	89.201
205897_at	NFATC4	other	212.68	184.25	249.33	129.47
205898_at	CX3CR1	immunity	214.43	186.89	264.57	137.14
205899_at	CCNA1	other	156.11	118.76	152.72	87.991
205900_at	KRT1	other	170.87	154.88	203.61	105.15
205901_at	PNOC	other	189.86	158.97	190.38	117.93
205902_at	KCNN3	other	176.55	161.32	200.92	111.77
205903_s_at	KCNN3	other	139.13	116.59	155.35	91.631
205904_at	MICA	immunity	183.41	176.85	250.01	123.91
205905_s_at	MICA /// MICB	immunity	225.99	250.95	324.15	175.04
205906_at	FOXJ1	immunity	194.87	168.7	236.65	131.73
205907_s_at	OMD	other	134.46	105.57	129.59	79.28
205908_s_at	OMD	other	129.66	99.386	129.71	73.483
205909_at	POLE2	other	186.04	188.88	234.01	121.85
205910_s_at	CEL	other	171.31	142.31	190.52	108.24
205911_at	PTH1R	other	218.23	182.97	260.08	133.7
205912_at	PNLIP	other	150.29	116.37	159.37	91.841
205913_at	PLIN1	other	217.56	178.31	247.29	124.05
205914_s_at	GRIN1	other	185.04	155.76	194.09	124.54
205915_x_at	GRIN1	other	197.82	159.36	233.68	115.39
205916_at	S100A7	immunity	138.41	112.33	156.51	86.775
205917_at	ZNF264	other	328.94	185.85	556.57	122.97
205918_at	SLC4A3	other	165.97	138.76	196.05	103.71
205919_at	HBE1	other	166.64	146.01	194.6	97.81
205920_at	SLC6A6	other	206.7	158.33	211.24	108.87
205921_s_at	SLC6A6	other	135.98	102.31	144.53	81.865
205922_at	VNN2	other	266.9	278.55	392.95	211.08
205923_at	RELN	other	181.3	158.75	195.43	110.17
205924_at	RAB3B	other	154.46	130.92	170.2	98.789
205925_s_at	RAB3B	other	143.78	118.76	152.38	89.829
205926_at	IL27RA	immunity	599.13	599.15	826.99	361.84
205927_s_at	CTSE	other	237.27	189.42	243.74	133.22
205928_at	ZNF443	other	241.68	281.94	336.98	178.05
205929_at	GPA33	immunity	298.02	304.8	281.1	142.78
205930_at	GTF2E1	other	297.45	339.92	447.56	233.75
205931_s_at	CREB5 /// LOC401317	other	135.97	112.84	142.9	77.874
205932_s_at	MSX1	other	151.69	135.67	180.65	103.18
205933_at	SETBP1	other	193.42	162.45	205.9	104.92
205934_at	PLCL1	other	324.76	295.31	279.22	124.58
205935_at	FOXF1	other	152.88	110.66	156.87	84.588
205936_s_at	HK3	other	199.7	162.44	225.42	119.36
205937_at	CGREF1	other	144.73	121.44	161.49	94.529
205938_at	PPM1E	other	160.41	130.55	178.26	98.393
205939_at	CYP3A7 /// CYP3A7-CYP3AP1	other	161.4	146.79	183.6	102.62
205940_at	MYH3	other	129.13	118.72	158.79	87.275
205941_s_at	COL10A1	other	206.07	174.45	221.22	127.78
205942_s_at	ACSM3	other	162.36	127.06	179.52	100.31
205943_at	TDO2	other	127.38	102.66	134.66	75.438
205944_s_at	CLTCL1	other	210.42	174.73	233.24	119.09
205945_at	IL6R	immunity	315.89	218.78	173.96	90.743
205946_at	VIPR2	other	360.01	328.98	366.57	176.63
205947_s_at	VIPR2	other	183.67	145.19	169.83	95.551
205948_at	PTPRT	other	176.5	149.38	198.29	106.96
205949_at	CA1	other	162.7	131.28	180.6	92.836
205950_s_at	CA1	other	203.4	168.18	242.66	123.83
205951_at	MYH1	other	123.53	99.048	126.86	76.551
205952_at	KCNK3	other	146.02	118.7	158.57	89.635
205953_at	LRIG2	immunity	272.17	238.35	376.16	159.44
205954_at	RXRG	other	153.19	127.52	162.83	92.389
205955_at	---	other	178.42	150.99	206.95	104.84
205956_x_at	PSMC3IP	other	215.34	193.31	268.79	137.16
205957_at	PLXNB3	other	193.85	166.89	215.74	117.59
205958_x_at	CSHL1	other	153.9	142.33	181.42	111.83
205959_at	MMP13	other	147.63	119.91	162.41	87.914
205960_at	PDK4	other	150.13	120.51	160.48	87.726
205961_s_at	PSIP1	other	925.44	917.13	1172.7	526.17
205962_at	PAK2	immunity	148.35	134.44	170.14	94.421
205963_s_at	DNAJA3	other	564.47	470.36	873.4	318.14
205964_at	ZNF426	other	185.03	138.9	241.89	104.48
205965_at	BATF	other	479.41	436.51	456.4	207.6
205966_at	TAF13	other	109.65	90.569	115.08	73.547
205967_at	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	other	542.11	414.94	637.85	271.23
205968_at	KCNS3	other	177.06	146.16	183.9	102.85
205969_at	AADAC	other	165.25	141.91	195.43	105.72
205970_at	MT3	other	193.62	166.85	230.98	124.53
205971_s_at	CTRB1 /// CTRB2	other	163.62	134.39	181.24	103.14
205972_at	SLC38A3	other	186.66	166.01	207.93	117.2
205973_at	FEZ1	other	179.77	160.96	204.86	127.26
205974_at	HOXD1	other	131.7	104.33	145.66	79.31
205975_s_at	HOXD1	other	215.22	173.66	230.7	127.55
205976_at	FASTKD2	other	142.56	118.29	176.9	89.235
205977_s_at	EPHA1	other	287.74	281.95	638.27	322.17
205978_at	KL	immunity	114.95	95.436	119.72	71.305
205979_at	SCGB2A1	other	137.73	108.28	151.14	80.963
205980_s_at	ARHGAP8 /// PRR5-ARHGAP8	other	153.13	124.34	177.55	95.439
205981_s_at	ING2	other	269.38	300.31	378.87	178.33
205982_x_at	SFTPC	other	202.87	173.14	245.38	122.68
205983_at	DPEP1	other	191.42	173.83	213.15	127.01
205984_at	CRHBP	other	166.74	140.78	191.95	99.518
205985_x_at	CLCNKB	other	185.66	169.28	225.31	122.9
205986_at	AATK	other	235.74	209.9	283.81	150.42
205987_at	CD1C	immunity	383.4	320.7	432.55	154.94
205988_at	CD84	other	415.77	304.78	681.37	245.18
205989_s_at	MOG	immunity	118.03	96.755	125.31	75.306
205990_s_at	WNT5A	immunity	192.41	159.04	261.34	110.2
205991_s_at	PRRX1	other	155.5	138.78	192.85	97.565
205992_s_at	IL15	immunity	137.53	105.43	140.9	78.87
205993_s_at	TBX2	other	198.08	174.77	227.44	126.69
205994_at	ELK4	other	166.31	134.87	193.82	103.05
205995_x_at	IQCB1	other	356.19	334.3	476.79	216.27
205996_s_at	AK2	other	259.18	284.91	404.09	175.56
205997_at	ADAM28	other	148.08	131.78	174.6	96.582
205998_x_at	CYP3A4	other	393.44	327.08	468.2	225.03
205999_x_at	CYP3A4	other	165.98	127.41	172.39	97.184
206000_at	MEP1A	other	173.49	138.41	190	102
206001_at	NPY	other	187.7	166.22	206.19	118.8
206002_at	GPR64	other	151.71	120.47	161.63	88.599
206003_at	CEP135	other	284.68	272.31	353.72	163.13
206004_at	TGM3	other	218.6	176.87	244.69	121.21
206005_s_at	CEP162	other	153.63	138.45	175.25	99.894
206006_s_at	CEP162	other	198.79	175.74	254.69	121.8
206007_at	PRG4	immunity	121.18	98.821	127.56	73.553
206008_at	TGM1	other	221.16	183.67	244.54	126.94
206009_at	ITGA9	other	159.18	137.87	179.07	102.19
206010_at	HABP2	other	179.54	142.34	205.58	108.73
206011_at	CASP1	immunity	218.81	195.81	254.55	124.77
206012_at	LEFTY1 /// LEFTY2	other	209.65	174.55	256.87	124.26
206013_s_at	ACTL6B	other	139.99	128.13	164.11	93.632
206014_at	ACTL6B	other	192.93	163.55	226.85	115.6
206015_s_at	FOXJ3	other	521.78	595.56	916.83	384.97
206016_at	CCDC22	other	332.71	333.78	517.29	227.44
206017_at	KIAA0319	other	154.68	117.26	165.26	89.959
206018_at	FOXG1	other	142.7	113.38	168.62	88.231
206019_at	RBM19	other	284.6	244.5	413.81	168.54
206020_at	SOCS6	immunity	124.46	112.15	138.76	80.557
206021_at	SCAND2P	other	141.37	116.2	152.08	89.108
206022_at	NDP	other	114.64	99.116	127.43	75.773
206023_at	NMU	other	144.39	120.02	158.29	88.005
206024_at	HPD	other	145.64	121.35	155.16	85.555
206025_s_at	TNFAIP6	other	159.35	124.5	167.2	89.442
206026_s_at	TNFAIP6	other	142.57	111.44	145.15	84.337
206027_at	S100A3	other	159.63	142.66	195.9	103.34
206028_s_at	MERTK	immunity	190.22	151.72	206.72	113.43
206029_at	ANKRD1	other	122.04	109.66	140.94	80.527
206030_at	ASPA	other	150.67	122.82	169.14	88.822
206031_s_at	USP5	other	416.31	323.87	557.22	223.23
206032_at	DSC3	other	168.1	131.31	171.76	98.981
206033_s_at	DSC3	other	147.05	124.29	155.4	90.012
206034_at	SERPINB8	other	232.63	188.57	252.93	123.49
206035_at	REL	other	181.1	167.55	186.64	116.78
206036_s_at	REL	other	390.8	226.89	597.82	154.83
206037_at	CCBL1	other	325.32	299.47	436.11	200.88
206038_s_at	NR2C2	other	183.46	130.93	181.82	96.969
206039_at	RAB33A	other	384.06	506.22	605.78	352.34
206040_s_at	MAPK11	immunity	147.87	119.19	153.86	88.415
206042_x_at	SNRPN /// SNURF	other	1056	748.94	1409.2	480.25
206043_s_at	ATP2C2	other	166.08	142.56	189.33	97.073
206044_s_at	BRAF /// KIAA1549	other	194.66	152.71	214.16	111.53
206045_s_at	NOL4	other	142.22	114.06	162.62	81.76
206046_at	ADAM23	other	303.75	279.9	242.13	130.9
206047_at	GNB3	other	222.53	198.64	292.32	144.21
206048_at	OVOL2	other	158.73	134.2	170.13	103.23
206049_at	SELP	other	213.44	173.28	228.62	122.73
206050_s_at	RNH1	other	709.92	725.3	990.13	470.1
206051_at	ELAVL4	other	183.17	157.54	208.63	106.51
206052_s_at	SLBP	other	407.72	463.43	646.37	274.67
206053_at	ZNF510	other	250.74	217.55	298.55	148.86
206054_at	KNG1	other	156.42	134.03	174.08	107.88
206055_s_at	SNRPA1	other	325.3	337.77	459.37	210.87
206056_x_at	LOC101929889 /// SPN	immunity	368.52	344.67	504.12	248.2
206057_x_at	LOC101929889 /// SPN	immunity	322.5	243.53	456.66	191.54
206058_at	SLC6A12	other	183.31	147.47	198.9	109.7
206059_at	ZNF91	other	822.12	611.45	1147.1	398.99
206060_s_at	PTPN22	immunity	341.15	316.49	744.92	307.38
206061_s_at	DICER1	other	261.47	332.81	408.6	220.08
206062_at	GUCA1A	other	249.36	195.78	300.68	140.62
206063_x_at	PPIL2	other	314.45	296.14	415.9	210.14
206064_s_at	PPIL2	other	224.77	188.67	259.7	125.48
206065_s_at	DPYS	other	138.56	117.59	149.39	87.684
206066_s_at	RAD51C	other	242.76	247.88	334.82	165.84
206067_s_at	WT1	other	144.48	124.37	154.57	90.442
206068_s_at	ACADL	other	133.21	108.49	148.9	84.073
206069_s_at	ACADL	other	139.84	107.59	147.7	84.676
206070_s_at	EPHA3	other	126.26	93.992	119.49	73.632
206071_s_at	EPHA3	other	149.08	125.07	169.48	97.247
206072_at	UCN	other	168.8	165.29	223.76	122.77
206073_at	COLQ	other	176.93	155.6	203.38	105.27
206074_s_at	HMGA1	other	769.08	946.54	1412.4	544.23
206075_s_at	CSNK2A1	other	329.27	285.49	434.26	191
