Probeset	Gene	Type	SP4plus 1	SP4plus 2	SP8plus 1	SP8plus 2
217381_s_at	TARP	immunity	247.23	220.3	424.07	163.2
217382_at	CLIC1P1 /// CLIC1P1	other	164.71	145.78	184.21	108.86
217383_at	PGK1	other	184.85	152.99	174.07	106.47
217384_x_at	LOC100293211	immunity	138.14	112.1	159.85	93.028
217385_at	RP3-406C18.2	other	155.69	140.46	189.28	110.21
217386_at	MRPS11P1 /// MRPS11P1	other	129.5	112.24	151.96	81.387
217387_at	CAPN6	other	129.85	106.96	143.97	78.646
217388_s_at	KYNU	other	119.24	100.63	129.87	83.913
217389_s_at	ATF5	other	167.09	144.11	193.01	115.51
217390_x_at	---	immunity	176.45	147.06	203.11	114.19
217391_x_at	---	other	193.02	164.8	221.12	117.5
217392_at	RP3-452M16.1	other	126.81	100.48	136.36	77.271
217393_x_at	UBE2NL	other	603.41	536	679.85	343.43
217394_at	TCR-alpha /// TRAV13-1 /// TRAV13-1	immunity	463.83	340.58	483.8	190.56
217395_at	MT4	other	231.01	201.57	287.99	149.02
217396_at	---	other	177.26	141.8	199.23	109.74
217397_at	TCRA /// TCRA /// TRAV10 /// TRAV10 /// YME1L1	immunity	344.48	287.44	439.73	179.58
217398_x_at	GAPDH	other	4285.6	4676.1	4883.6	2572.9
217399_s_at	FOXO3 /// FOXO3B	immunity	175.5	135.45	201.52	98.906
217400_at	PCNAP3 /// PCNAP3	other	133.14	103.75	130.97	83.205
217401_at	RP1-217P22.2	other	149.55	124.06	171.71	94.734
217402_at	TBCAP2 /// TBCAP2	other	103.22	84.354	112.82	66.804
217403_s_at	ZNF227	other	199.75	209.94	283.94	140.95
217404_s_at	COL2A1	other	136.85	112.54	154.28	85.226
217405_x_at	GPLD1	other	192.98	160.98	227.98	116.08
217406_at	RP1-149A16.17	immunity	239.99	185.7	288.97	131.87
217407_x_at	PPIL2	other	387.69	359.14	533.82	246.59
217408_at	MRPS18B	other	359.04	316.28	510.05	220.46
217409_at	---	other	169.03	149.12	202.54	104.97
217410_at	AGRN	other	193.86	178.95	232.89	142.63
217411_s_at	RREB1	other	157.46	125.11	176.74	95.193
217412_at	T-Cell Receptor V-alpha region /// TRAV9-2 /// TRAV9-2	immunity	420.89	408.01	391.93	183.12
217413_s_at	TNXB	other	169.85	143.98	206.42	104.63
217414_x_at	HBA1 /// HBA2	other	198.16	182.66	238.79	127.04
217415_at	POLR2A	other	142.52	111.61	151.89	90.137
217416_x_at	---	other	153.76	115.91	171.05	88.991
217417_at	MYO5A	other	126.4	90.715	126.49	73.159
217418_x_at	MS4A1	immunity	189.28	156.52	224.64	119.23
217419_x_at	AGRN	other	285.97	239.56	364.48	201.77
217420_s_at	POLR2A	other	161.26	142.67	187.65	114.47
217421_at	PIWIL2	other	171.99	137.16	206.96	97.568
217422_s_at	CD22	immunity	143.45	118.36	158.93	88.347
217423_at	---	other	158.08	126.26	181.24	92.32
217424_at	---	other	155.29	126.34	163.5	85.998
217425_at	MC2R	other	139.72	123.1	168.64	89.405
217426_at	---	other	136.42	107.46	143.05	81.126
217427_s_at	HIRA	other	348.51	173.76	458.15	109.99
217428_s_at	COL10A1	other	194.91	157.98	226.27	114.88
217429_at	---	other	172.54	148.21	186.14	100.84
217430_x_at	COL1A1	other	354.07	325.61	469.18	220.07
217431_x_at	CYBB	immunity	120.15	100.5	125.18	76.07
217432_s_at	IDS	other	225.01	184.56	284.83	138.94
217433_at	TACC1	other	162.4	128.57	177.8	98.173
217434_at	MC2R	other	133.83	112.64	157.38	81.969
217435_x_at	---	other	142.53	121.47	156.86	93.89
217436_x_at	HLA-J	other	1888.4	1484.6	2444.8	1148.6
217437_s_at	TACC1	other	216.72	198.55	340.03	139.78
217438_at	---	other	134.5	107.63	136.19	87.055
217439_at	LOC101928278	other	172.85	136.11	191.17	99.977
217440_at	---	other	113.94	88.969	118.7	69.814
217441_at	USP33	other	164.94	126.82	157.57	89.23
217442_at	CADM3-AS1	other	184.25	143.17	201.55	106.67
217443_at	LOC101927792	other	117.3	105.44	123.38	81.646
217444_at	RP5-1184F4.5	other	192.04	156.62	214.37	113.86
217445_s_at	GART	other	167	125.44	187.47	90.101
217446_x_at	---	other	202.49	202.18	241.21	141.84
217447_at	MAG	other	167.6	147.37	189.11	109.19
217448_s_at	TOX4	other	235.29	128.35	261.81	98.109
217449_at	---	other	182.75	145.59	204.93	101.55
217450_at	AGFG2	other	169.45	139.39	182.25	98.975
217451_at	RP11-665C16.8	other	124.11	99.18	132.3	78.006
217452_s_at	B3GALT2	other	114.06	88.703	110.51	69.035
217453_at	---	other	189	165.76	219.17	119.3
217454_at	HMGB3P30 /// HMGB3P30	other	119.96	99.273	129.27	82.279
217455_s_at	SSTR2	other	214.53	170.33	209.61	127.07
217456_x_at	HLA-E	immunity	2098.3	1758.6	2865.7	1116.9
217457_s_at	RAP1GDS1	other	301.28	316.2	408.35	191.59
217458_at	---	other	216.64	190.45	257.43	124.24
217459_at	---	other	195.35	168.07	210.59	118.77
217460_at	TNP2	other	131.56	110.03	139.84	81.081
217461_x_at	BTF3P12 /// BTF3P12	other	200.9	194.8	264.04	144.67
217462_at	MYRF	other	157.51	123.71	169.86	92.2
217463_s_at	MYRF	other	127.9	103.78	131.72	79.19
217464_at	---	other	147.04	128.45	155.55	87.904
217465_at	NCKAP1	immunity	149.78	129.3	162.96	87.342
217466_x_at	RPS2 /// SNORA64	other	1002.7	939.27	1615.8	719.7
217467_at	BTF3P13 /// BTF3P13	other	164.1	143.22	197.02	108.37
217468_at	CYP2D6	other	177.18	145.15	213.29	116.61
217469_at	IGH	immunity	185.64	157.14	202.1	116.25
217470_at	---	other	134.64	106.31	143.24	82.39
217471_at	LOC101928104	other	167.43	143.55	187.85	103.67
217472_at	---	other	181.94	167.76	210.77	113.01
217473_x_at	SLC11A1	immunity	215.72	181.11	263.54	136.11
217474_at	---	other	150.78	130.71	179.71	93.155
217475_s_at	LIMK2	other	144.61	114.21	162.18	83.943
217476_at	NR1D1 /// THRA	other	159.68	150.31	184.46	114.94
217477_at	PIP5K1B	other	172.42	136.52	194	100.73
217478_s_at	HLA-DMA	immunity	323.27	400.78	508.13	265.99
217479_at	---	other	118.7	96.895	132.55	74.404
217480_x_at	AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	immunity	243.51	199.57	283.09	144.04
217481_x_at	RP11-680C21.1	other	167.3	117.09	184.26	95.422
217482_at	---	other	166.12	152.04	206.33	99.44
217483_at	FOLH1	other	192.33	173.76	231.48	120.46
217484_at	CR1	immunity	154.25	133.75	172.63	96.436
217485_x_at	PMS2P1	other	644.05	610.41	912.24	402.53
217486_s_at	ZDHHC17	other	236.66	151.43	231.03	111.09
217487_x_at	FOLH1 /// FOLH1B	other	206.16	162.44	219.12	115.85
217488_x_at	PMS2P3	other	201.18	154.78	203.29	111.51
217489_s_at	IL6R	immunity	194.19	123.23	174.47	85.695
217490_at	---	other	199	155.19	209.74	117.72
217491_x_at	COX7C	other	1513.8	1886.3	2425.2	1178.7
217492_s_at	PTEN /// PTENP1	immunity	503.38	493.89	704.13	312.52
217493_x_at	NCR2	immunity	277.81	242.22	363.74	169.62
217494_s_at	---	other	171.52	132.69	160.78	95.043
217495_x_at	CALCA	other	198.59	171.96	232.1	121.08
217496_s_at	IDE	other	277.14	243.74	328.43	142.83
217497_at	TYMP	other	147.43	121.52	169.12	92.681
217498_at	GDF11	other	167.17	131.36	190.77	99.332
217499_x_at	OR7E37P	other	386.57	328.61	518.08	227.04
217500_at	TIAL1	other	158.7	115.55	162	93.994
217501_at	CIAO1	other	224.93	212.78	328.27	143.47
217502_at	IFIT2	immunity	228.75	202.9	260.98	133.37
217503_at	STK17B	other	325.08	250.94	375.44	169.25
217504_at	ABCA6	other	155.69	131.57	171.26	94.29
217505_at	KLHL23 /// PHOSPHO2-KLHL23	other	104.48	81.036	112.43	64.389
217506_at	---	other	352.86	326.73	561.94	239.83
217507_at	SLC11A1	immunity	153.38	136.04	165.73	102.61
217508_s_at	C18orf25	other	237.72	191.21	274.53	125.17
217509_x_at	GRIK5	other	420.18	383.06	477.23	251.49
217510_at	CRX	other	164.62	153.71	184.16	110.47
217511_at	KAZALD1	immunity	202.03	155.42	233.49	118.07
217512_at	KNG1	other	164.02	126.35	163.34	90.009
217513_at	MILR1	immunity	132.31	110.05	143.46	79.646
217514_at	ST8SIA5	other	150.71	132.54	177.75	101.61
217515_s_at	CACNA1S	other	175.46	152.18	210.82	110.97
217516_x_at	ARVCF	other	313.18	309.15	385.56	212.27
217517_x_at	SRPK2	immunity	219.08	172.78	245.69	129.19
217518_at	MYOF	other	161.88	138.17	182.7	101.54
217519_at	---	other	118.9	99.201	125.49	80.771
217520_x_at	LOC101929232 /// PDCD6IPP2	other	227.4	208.44	239.08	124.2
217521_at	HAL	other	186.14	151.48	215.6	109.6
217522_at	KCNV2	other	141.22	108.51	151.88	84.873
217523_at	CD44	other	235.89	201.12	302.88	138.66
217524_x_at	---	other	123.39	86.835	122.16	71.5
217525_at	OLFML1	other	151.72	122.62	180.25	92.319
217526_at	NFATC2IP	other	546.02	363.34	906.12	226.68
217527_s_at	NFATC2IP	other	515.68	425.53	834.66	275.04
217528_at	CLCA2	other	116.46	92.813	128.6	77.845
217529_at	ORAI2	other	159.81	162.02	249.31	132.52
217530_at	SLC34A1	other	162.82	135.44	183.97	97.772
217531_at	---	other	136.28	104.34	148.23	81.445
217532_x_at	---	other	169.6	138.43	195.84	96.446
217533_x_at	PWWP2A	other	160.63	128.91	174.51	99.55
217534_at	FAM49B	other	213.05	161.66	267.49	107.1
217535_at	---	other	161.92	127.3	170.95	90.65
217536_x_at	---	other	134.05	107.74	156.12	80.785
217537_x_at	---	other	142.75	124.62	171.83	94.24
217538_at	SGSM2	other	218.47	170.61	283.17	127.28
217539_at	C18orf25	other	169.9	127.69	182.43	93.585
217540_at	NXPE3	other	154.84	133.38	192.57	91.68
217541_x_at	ZNF816 /// ZNF816-ZNF321P	other	215.88	176.83	269.9	130.53
217542_at	MDM2	immunity	130.59	119.18	160.79	87.554
217543_s_at	MBTPS1	other	455.77	386.27	577.15	239.44
217544_at	MIR3916	other	142.55	115.66	162.3	83.423
217545_at	MYH14	other	176.85	158.98	214.13	115.01
217546_at	MT1M	other	133.05	112.39	138.67	82.295
217547_x_at	ZNF675	other	217.22	186.41	267.65	128.32
217548_at	ARPIN	other	172.25	158.62	205.41	117.34
217549_at	NCKAP1L	other	566.69	442.34	859.03	325.91
217550_at	ATF6	other	181.8	165.28	246.62	114.19
217551_at	OR7E14P	other	125.79	108.93	142.79	80.269
217552_x_at	CR1	immunity	120.87	90.253	130.69	72.849
217553_at	STEAP1B	other	151.37	134.51	170.4	97.098
217554_at	---	other	169.54	162.89	227.95	114.53
217555_at	SMC1A	other	176.82	164.07	219.22	132.14
217556_at	CLCN4	other	136.53	110.86	150.15	79.766
217557_s_at	CPM	other	162.4	131.11	186.69	102.39
217558_at	CYP2C9	other	143.31	117.9	168.13	90.55
217559_at	RPL10L	other	302.24	337.38	423.45	243.69
217560_at	GGA1	other	190.53	152.16	241.99	109.08
217561_at	CALCA	other	147.78	121.72	168.06	96.424
217562_at	BRINP3	other	116.21	96.252	122.4	72.647
217563_at	CLOCK	other	158.97	135.32	182.39	100.13
217564_s_at	CPS1	other	129.56	97.707	136.11	75.249
217565_at	GRIA3	other	151.41	114.76	165.84	85.916
217566_s_at	TGM4	other	120.99	95.874	133.09	72.893
217567_at	TGM4	other	178.35	148.28	193.74	107.32
217568_at	EDDM3A	other	137.35	107.01	152.71	81.946
217569_x_at	---	other	174.23	149.63	224.22	105.5
217570_x_at	---	other	163.21	130.77	191.11	94.831
217571_at	---	other	138.5	109.21	147.96	82.567
217572_at	---	other	170.58	142.84	189.59	107.43
217573_at	GRIN2C	other	168.57	143.4	196.24	109.35
217574_at	CDH8	other	129.09	105.5	142.57	86.097
217575_s_at	SOS2	other	124.9	98.077	130.27	74.794
217576_x_at	SOS2	other	228.98	191.28	238.94	118.61
217577_at	---	other	128.35	99.48	131.2	74.857
217578_at	---	other	124.63	93.693	138.88	75.276
217579_x_at	---	other	353.63	300.28	398.43	209.12
217580_x_at	---	other	191.38	140.59	241.48	110.87
217581_at	---	other	161.35	136.12	179.68	104.16
217582_at	---	other	134.96	101.54	146.02	83.883
217583_at	LOC101929036 /// PAH	other	134.94	113.31	157.81	87.467
217584_at	NPC1	other	162.86	131.41	187.86	92.436
217585_at	NEBL	other	118.79	113.43	136.3	88.529
217586_x_at	---	other	283.17	257.19	394.91	179.22
217587_at	---	other	140.2	116.11	155.05	88.943
217588_at	CATSPER2 /// CATSPER2P1 /// LOC101930343	other	208.04	172.29	254.2	117.94
217589_at	RAB40A	other	160.52	134.33	184.61	99.61
217590_s_at	TRPA1	other	175.43	140.83	183.76	106.04
217591_at	SKIL	other	422.27	314.43	572.77	201.03
217592_at	ZSWIM1	other	185.91	147.74	211.84	107.44
217593_at	ZSCAN18	other	307.7	248.48	524.78	188.92
217594_at	ZCCHC11	other	147.37	106.52	190.3	86.15
217595_at	GSPT1	other	135.97	102.6	145.75	76.428
217596_at	UPF3A	other	183.6	152.98	225.91	111.74
217597_x_at	RAB40B	other	180.11	159.73	219.38	117.51
217598_at	CINP	other	156.24	129.21	179.77	92.167
217599_s_at	MDFIC	other	162.51	141.46	157.81	93.807
217600_at	SCUBE3	other	193.28	155.36	234.77	111.88
217601_at	NUP188	other	175.45	136.52	201.6	105.01
217602_at	LOC101060363 /// PPIA	other	130.14	102.03	150.47	81.858
217603_at	ATP6V0A2	immunity	205.26	164.44	258.97	127.24
217604_at	---	other	163.3	141.3	190.51	102.96
217605_at	USP27X	other	152.16	131.68	177.28	90.932
217606_at	---	other	229.95	182.52	228.61	122.22
217607_x_at	EIF4G2	other	204.2	134.3	207.3	98.572
217608_at	SREK1IP1	other	202.26	241.44	315.12	171.33
217609_at	LRRC23 /// RPL13P5	other	174.42	154.48	200.41	108.86
217610_at	SPDYE2	other	216.88	181.47	320.82	115.83
217611_at	ERICH1	other	222.32	180.41	279.13	126.01
217612_at	TIMM50	other	180.48	144.9	211.81	104.96
217613_at	TMEM144	other	109.25	88.431	115.42	69.631
217614_at	HMHA1	other	293.26	290.27	396.29	197.54
217615_at	---	other	192.44	155.17	236.47	114.51
217616_at	---	other	164.53	126.08	170.67	97.812
217617_at	---	other	154.36	122.04	169.06	86.24
217618_x_at	HUS1	other	226.6	180.06	269.03	125.18
217619_x_at	---	other	331.69	305.83	403.55	217.2
217620_s_at	PIK3CB	immunity	139.88	115.46	148.38	80.344
217621_at	SLC6A2	other	113.59	94.246	120.4	71.59
217622_at	RHBDD3	other	227.35	194.39	254.5	142.45
217623_at	MYLK3	other	112.84	97.054	127.65	76.415
217624_at	PDAP1	other	127.1	103.76	133.76	80.163
217625_x_at	LINC00963	other	170.06	149.03	194.96	110.01
217626_at	AKR1C1	other	190	165.36	223.21	115.73
217627_at	ZNF573	other	178.29	141.4	266.74	101.39
217628_at	CLIC5	other	156.13	130.91	173.88	95.774
217629_at	---	other	209.48	178.56	321.21	151.05
217630_at	ANGEL2	other	172.73	138.28	191.15	103.26
217631_at	GTPBP4	other	170	140.77	195.84	107.33
217632_at	GNL3L	other	123.87	105.38	146.12	75.376
217633_at	URB1	other	167.39	137.63	189.85	101.3
217634_at	SVIL	other	157.98	139.66	195.26	105.17
217635_s_at	POLG	other	398.57	322.32	557	236.89
217636_at	POLG	other	179.29	146.29	210.52	102.18
217637_at	KCNB1	other	203.99	173.89	230.96	119.02
217638_at	---	other	166.66	141.59	197.93	101.74
217639_at	---	other	150.26	114.76	182.73	87.267
217640_x_at	SKA1	other	122.15	110.6	137.83	75.796
217641_at	GPR135	other	148.43	124.26	159.85	98.632
217642_at	RNF40	other	200.13	177.2	227.54	124.53
217643_x_at	---	other	192.62	167.27	248.08	121.21
217644_s_at	SOS2	other	153.23	116.4	158.05	80.895
217645_at	COX16 /// SYNJ2BP-COX16	other	254.53	255.62	329.18	157.15
217646_at	SURF1	other	249.59	199.05	354.81	140.92
217647_at	DHODH	other	148.07	132.37	178.52	97.931
217648_at	---	other	150.91	123.76	165.92	94.491
217649_at	ZFAND5	other	134.89	101.88	143.45	82.641
217650_x_at	ST3GAL2	other	252.02	232.92	341.85	176.2
217651_at	---	other	138.05	116.1	156.19	86.193
217652_at	MAU2	other	139.65	120.52	165.64	90.874
217653_x_at	---	other	215.18	184.29	321.25	130.33
217654_at	CFLAR	other	160.98	136.71	182.38	98.251
217655_at	LOC100127972	other	178.59	141.88	191.86	96.756
217656_at	---	other	195.16	141.78	255.51	99.206
217657_at	---	other	137.32	120.95	154.08	88.35
217658_at	THAP3	other	168.74	146.24	203.61	111.02
217659_at	---	other	167.93	129.55	220.04	91.457
217660_at	MYH14	other	145.97	125.49	167.16	91.325
217661_x_at	SIX5	other	142.19	123.4	167.84	93.076
217662_x_at	---	other	276.09	261.3	309.41	167.51
217663_at	ZNF234	other	128.85	109.45	147.64	87.999
217664_at	---	other	139.8	124.76	177.22	96.825
217665_at	ZNF813	other	144.15	143.23	188.17	117.26
217666_at	---	other	135.59	103.97	146.98	78.598
217667_at	SEC14L1P1	other	140.18	127.94	187.29	98.003
217668_at	LRRC75B	other	182.07	153.28	205.25	111.37
217669_s_at	AKAP6	other	131.54	102.45	147.35	84.868
217670_at	RPLP2	other	162.84	134.32	185.23	98.768
217671_at	DSERG1	other	193.87	130.4	223.23	92.933
217672_x_at	EIF1	other	284.74	287.27	389.92	192.49
217673_x_at	GNAS	other	689.55	766.75	1199.3	510.49
217674_at	---	other	126.26	108.78	139.63	88.261
217675_at	ZBTB7C	other	136.21	107.9	147.49	80.98
217676_at	---	other	180.02	147.14	197.09	103.28
217677_at	PLEKHA2	other	222.3	186.1	251.01	139.39
217678_at	SLC7A11	other	137.29	103.93	143.8	81.646
217679_x_at	---	other	364.55	439.23	538.32	250.84
217680_x_at	RPL10 /// SNORA70	other	405.89	382.9	488.02	301.21
217681_at	WNT7B	other	156.33	128.49	165.39	92.755
217682_at	RP11-473I1.9	other	204.62	169.58	229.88	116.67
217683_at	HBE1	other	189.32	154.55	214.18	105.12
217684_at	TYMS	other	162.66	137.75	193.97	103.82
217685_at	---	other	120.03	102.42	133.91	79.13
217686_at	PTPN1	other	202.49	160.23	210.13	118.82
217687_at	ADCY2	immunity	173.13	131.35	186.66	100.19
217688_at	---	other	152.49	120.81	173.05	94.331
217689_at	PTPN1	other	153.34	135.72	182.52	92.397
217690_at	ENOSF1	other	190.2	167.17	224.42	109.11
217691_x_at	MIR6787 /// SLC16A3	other	262.54	242.98	338.97	175.08
217692_at	MAGOH2	other	143.2	131.18	152.92	86.251
217693_x_at	MAGOH2	other	195.08	161.69	213.74	109.72
217694_at	---	other	111.13	89.645	114.49	70.602
217695_x_at	---	other	178.75	157.12	215.07	119.88
217696_at	FUT7	immunity	228.53	223.99	295.17	156.6
217697_at	---	other	137.24	104.63	136.85	79.751
217698_at	---	other	114.11	89.933	113.71	69.53
217699_at	---	other	161.72	127.22	181.02	93.283
217700_at	CNPY4	other	165.48	150.4	207.44	111.95
217701_x_at	---	other	144.26	124.77	163.32	87.021
217702_at	IL27RA	immunity	159.84	135.22	187.47	100.71
217703_x_at	---	other	541.27	471.08	642.58	292.91
217704_x_at	---	other	306.46	256.03	366.83	185.66
217705_at	PRKD1	immunity	128.37	102.93	134.02	79.132
217706_at	---	other	149.05	137.02	171.5	103.69
217707_x_at	SMARCA2	other	469.48	488.33	591.71	307.09
217708_x_at	---	other	246.48	178.9	295.4	124.85
217709_at	---	other	112.51	85.923	119.72	69.677
217710_x_at	ITPK1	other	208.68	182.94	242.62	129.41
217711_at	TEK	other	227.73	196.93	271.98	139.94
217712_at	---	other	126.49	98.381	151.1	75.69
217713_x_at	---	other	370.02	336.23	428.08	225.65
217714_x_at	MIR3917 /// STMN1	other	392.19	334.14	449.35	232.74
217715_x_at	---	other	366.42	351.73	441.56	216.13
217716_s_at	SEC61A1	other	723.54	556.47	927.3	385.26
217717_s_at	YWHAB	immunity	866.23	1569.5	1393.9	1071.1
217718_s_at	YWHAB	immunity	1751.2	1973.8	3047.6	1261.5
217719_at	EIF3L	other	1898.4	2523.1	3843.6	1805.3
217720_at	CHCHD2	other	1999.6	2283.8	3080.8	1390.5
217721_at	SEPT7	other	211.4	184.46	233.3	119.68
217722_s_at	NGRN	other	521.35	577.87	707.99	351.7
217723_x_at	---	other	296.72	287.21	380.44	200.46
217724_at	SERBP1	other	1701.6	1715.8	2202.9	1079.9
217725_x_at	SERBP1	other	606.71	371.91	813.33	237.99
217726_at	COPZ1	other	425.65	543.3	610.15	326.99
217727_x_at	VPS35	other	747.59	669.07	986.76	382.95
217728_at	S100A6	other	513.55	636.78	747.36	348.49
217729_s_at	AES	other	898.63	846.35	1291.4	495.45
217730_at	MIR6513 /// TMBIM1	other	363.71	239.23	455.02	162.5
217731_s_at	ITM2B	other	646.3	676.02	965.69	405.82
217732_s_at	ITM2B	other	2171.9	2175.5	3370.8	1341.5
217733_s_at	TMSB10	other	8934.3	8341.6	9649.8	4914.1
217734_s_at	WDR6	other	710.39	705.99	1344	558.29
217735_s_at	EIF2AK1	other	246.23	206.62	269.21	133.31
217736_s_at	EIF2AK1	other	541.32	717.91	1080.4	433.07
217737_x_at	RTFDC1	other	631.11	765.95	854.38	440.56
217738_at	NAMPT	other	199.76	198.47	271.42	140.19
217739_s_at	NAMPT	other	222.04	190.74	282.4	133.89
217740_x_at	RPL7A /// SNORD24 /// SNORD36A /// SNORD36B	other	8700.2	8997	12447	6601.3
217741_s_at	ZFAND5	other	471.61	447.16	626.09	244.37
217742_s_at	WAC	other	770.39	756.37	1365.2	492.85
217743_s_at	TMEM30A	other	311.01	342.3	530.84	216.59
217744_s_at	PERP	other	165.82	138.31	183.68	105.73
217745_s_at	NAA50	other	340.22	343.85	446.04	226.07
217746_s_at	PDCD6IP	immunity	898.84	780.64	1337.5	569.8
217747_s_at	RPS9	other	4227.5	4833.1	8000.4	3473.7
217748_at	ADIPOR1	other	387.15	393.99	520.55	255.62
217749_at	COPG1	other	283.9	300.18	377.64	199.37
217750_s_at	UBE2Z	other	705.76	871.92	1295.9	592.33
217751_at	GSTK1	other	764	969.27	1188.7	609.56
217752_s_at	CNDP2	other	471.96	518	725.45	334.92
217753_s_at	LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11	other	3789	6077.4	5907.6	4615.6
217754_at	DDX56	other	370.51	379.24	553.2	271.65
217755_at	HN1	other	381.67	384.2	477.57	256.98
217756_x_at	HYPK /// MIR1282 /// SERF2	other	1895.4	2276.1	2702.7	1459.5
217757_at	A2M	other	187.88	151.81	203.97	103.01
217758_s_at	TM9SF3	other	579.41	679.29	816.37	352.74
217759_at	TRIM44	other	735.69	681.64	1098.2	391.19
217760_at	TRIM44	other	479.85	521.92	696.36	294.66
217761_at	ADI1	other	598.98	618.59	381.28	193.18
217762_s_at	RAB31	other	155.88	125.29	166.63	90.85
217763_s_at	RAB31	other	153.52	135.85	187.82	96.874
217764_s_at	RAB31	other	162.66	127.45	177.02	94.519
217765_at	NRBP1	other	341.56	337.95	491.88	224.39
217766_s_at	TMEM50A	other	572.68	584.43	753.14	380.03
217767_at	C3	immunity	182.09	162.32	211.07	120.43
217768_at	C14orf166	other	1502.4	1779.7	2732.9	1110.2
217769_s_at	POMP	other	995.91	1069.2	1405.2	660.58
217770_at	PIGT	other	473	479.94	699.74	332.43
217771_at	GOLM1	other	146.85	126.47	167.58	92.25
217772_s_at	MTCH2	other	503.88	480.62	737.11	350.65
217773_s_at	NDUFA4	other	964.51	1165	1566.4	729.09
217774_s_at	TRMT112	other	1453.5	1516.1	2269	882.92
217775_s_at	RDH11	other	327.1	347.44	478.7	241.25
217776_at	RDH11	other	376.23	444.6	592.53	302.76
217777_s_at	PTPLAD1	other	330.87	212.79	349.36	132.42
217778_at	SLC39A1	other	256.09	201.76	308.15	140.24
217779_s_at	PNRC2	other	1338.2	1625.7	2221.9	1021.5
217780_at	WDR83OS	other	948.33	1053.5	1430.1	719.2
217781_s_at	ZNF106	other	343.56	394.77	498.91	232.5
217782_s_at	GPS1	other	375.47	344.14	522.03	232.13
217783_s_at	YPEL5	other	884.11	1130.2	1318.3	700.62
217784_at	YKT6	other	373	351.49	563.44	240.83
217785_s_at	YKT6	other	258.3	160.03	258.97	112.2
217786_at	PRMT5	other	424.54	422.09	543.86	267.28
217787_s_at	GALNT2	immunity	226.13	150.9	325.1	133.25
217788_s_at	GALNT2	immunity	363.04	343.22	550.02	230.39
217789_at	SNX6	other	618.97	749.04	858.21	520.77
217790_s_at	SSR3	other	218.4	168.43	252.94	112.84
217791_s_at	ALDH18A1	other	405	400.86	725.96	315.5
217792_at	SNX5	other	472.8	515.13	632.49	301.95
217793_at	RAB11B	other	324.7	321.07	429.5	224.05
217794_at	PRR13	other	733.14	887.45	1229	582.84
217795_s_at	TMEM43	other	691.98	657.8	949.25	420.03
217796_s_at	NPLOC4	other	587.18	660.96	861.65	449.35
217797_at	UFC1	other	920.09	1038.2	1333.1	708.74
217798_at	CNOT2	other	738.9	695.9	1034	450.1
217799_x_at	UBE2H	other	640.96	463.56	747.48	295.55
217800_s_at	NDFIP1	immunity	970.77	1079.8	1236.9	505.2
217801_at	ATP5E	other	1723.1	2026.6	2930.2	1274.4
217802_s_at	NUCKS1	other	668.82	540.91	1106.8	371.15
217803_at	GOLPH3	other	492.71	650.8	717.37	383.51
217804_s_at	ILF3	other	830.39	881.65	1434.8	554.77
217805_at	ILF3	other	447.65	397.77	771.99	263.92
217806_s_at	POLDIP2	other	334.28	354.46	475.18	233.08
217807_s_at	GLTSCR2 /// SNORD23	other	4889.3	5974.5	6974.4	4150.3
217808_s_at	MAPKAP1	immunity	266.29	231.04	350.87	163.7
217809_at	BZW2	other	799.95	991.13	1338	706.42
217810_x_at	LARS	other	445.43	504.99	646.41	327.74
217811_at	SELT	other	1098.1	1066.6	1511.1	662.93
217812_at	YTHDF2	immunity	537.98	729.42	863.97	366.61
217813_s_at	SPIN1	other	277.66	246.7	291.39	166.75
217814_at	CCDC47	other	381.27	219.73	564.08	152.91
217815_at	SUPT16H	other	576.08	717.93	826.02	423.88
217816_s_at	PCNP	other	594.4	722.26	845.66	441.69
217817_at	ARPC4	immunity	707.88	567.75	955.22	372.12
217818_s_at	ARPC4	immunity	412.86	260.79	497.05	181.06
217819_at	GOLGA7	other	963.74	1370.7	1702.7	827.7
217820_s_at	ENAH	other	134.87	102.77	139	82.57
217821_s_at	WBP11	other	392.26	342.6	515.01	214.73
217822_at	WBP11	other	398.09	477.18	703.35	273.55
217823_s_at	UBE2J1	other	361.54	395.34	420.69	203.77
217824_at	UBE2J1	other	187.36	190.34	218.33	124.69
217825_s_at	UBE2J1	other	318.19	317.69	378.39	166.2
217826_s_at	UBE2J1	other	352.66	354.61	353.02	167.57
217827_s_at	SPG21	other	568.41	720.91	1026.8	473.52
217828_at	SLTM	other	496.42	560.87	888.92	350.58
217829_s_at	USP39	other	338.37	402.89	503.78	257.5
217830_s_at	NSFL1C	other	342.92	320.11	397.62	203.24
217831_s_at	NSFL1C	other	298.13	241	348.65	155.82
217832_at	SYNCRIP	other	750.63	781.25	1108.8	491.04
217833_at	SYNCRIP	other	502.56	688.9	927.2	433.34
217834_s_at	SYNCRIP	other	316.74	264.94	438.78	166.3
217835_x_at	C20orf24 /// TGIF2-C20orf24	other	1171.2	1537	2082.3	1093.9
217836_s_at	YY1AP1	other	531.26	554.19	730.42	368.01
